These results were downloaded and refreshed on October   22, 2019 at 12:26 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 22 octobre 2019 à 12h26 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
24051	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	preliminary	préliminaires	Gagnon		Louis	Bloc Québécois	Bloc Québécois	16121	32.2	0	50000
24051	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	preliminary	préliminaires	Généreux		Bernard	Conservative	Conservateur	20934	41.9	0	50000
24051	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	preliminary	préliminaires	Haché		Serge	People's Party	Parti populaire	414	.8	0	50000
24051	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	preliminary	préliminaires	Latulippe		Hugo	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3397	6.8	0	50000
24051	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	preliminary	préliminaires	Legault d'Auteuil		Aladin	Liberal	Libéral	8133	16.3	0	50000
24052	Mount Royal	Mont-Royal	preliminary	préliminaires	Badra		Clément	Green Party	Parti Vert	2271	5.3	0	42793
24052	Mount Royal	Mont-Royal	preliminary	préliminaires	Baland		Eric-Abel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3485	8.1	0	42793
24052	Mount Royal	Mont-Royal	preliminary	préliminaires	Housefather		Anthony	Liberal	Libéral	24137	56.4	0	42793
24052	Mount Royal	Mont-Royal	preliminary	préliminaires	Johnston		Diane	ML	ML	90	.2	0	42793
24052	Mount Royal	Mont-Royal	preliminary	préliminaires	Levesque		Xavier	Bloc Québécois	Bloc Québécois	1729	4	0	42793
24052	Mount Royal	Mont-Royal	preliminary	préliminaires	Lozoff		Zachary	People's Party	Parti populaire	358	.8	0	42793
24052	Mount Royal	Mont-Royal	preliminary	préliminaires	Tordjman		David	Conservative	Conservateur	10723	25.1	0	42793
24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Drabkin		Neil	Conservative	Conservateur	5536	11.4	0	48355
24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Garneau		Marc	Liberal	Libéral	27217	56.3	0	48355
24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Gertler		Franklin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7456	15.4	0	48355
24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Green		Robert	Green Party	Parti Vert	5125	10.6	0	48355
24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Hoffman		Rachel	ML	ML	63	.1	0	48355
24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Jetté		Jennifer	Bloc Québécois	Bloc Québécois	2309	4.8	0	48355
24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Thomas		Jeffery A.	Independent	Indépendant(e)	99	.2	0	48355
24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Valiquette		André	People's Party	Parti populaire	550	1.1	0	48355
24054	Outremont	Outremont	preliminary	préliminaires	Bendayan		Rachel	Liberal	Libéral	18419	47	0	39201
24054	Outremont	Outremont	preliminary	préliminaires	Clarke		Andrea	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7808	19.9	0	39201
24054	Outremont	Outremont	preliminary	préliminaires	Green		Daniel	Green Party	Parti Vert	4743	12.1	0	39201
24054	Outremont	Outremont	preliminary	préliminaires	Grimard		Célia	Bloc Québécois	Bloc Québécois	5562	14.2	0	39201
24054	Outremont	Outremont	preliminary	préliminaires	Hiemstra		Mark John	Parti Rhinocéros Party	Parti Rhinocéros Party	151	.4	0	39201
24054	Outremont	Outremont	preliminary	préliminaires	Louras		Jasmine	Conservative	Conservateur	2158	5.5	0	39201
24054	Outremont	Outremont	preliminary	préliminaires	Lévesque		Sabin	People's Party	Parti populaire	360	.9	0	39201
24055	Papineau	Papineau	preliminary	préliminaires	Cacereco Berthiaume		Jean-Patrick	Parti Rhinocéros Party	Parti Rhinocéros Party	334	.7	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Gagnon		Christian	Bloc Québécois	Bloc Québécois	7722	15.9	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Lefebvre		Susanne	Christian Heritage Party	Parti de l'Héritage Chrétien	184	.4	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Lupien		Luc	No Affiliation	Aucune appartenance	73	.2	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Magnan		Alain	Independent	Indépendant(e)	73	.2	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Paré		Christine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9135	18.9	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Penner		Steve	No Affiliation	Aucune appartenance	54	.1	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Sibthorpe		Mark	People's Party	Parti populaire	311	.6	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Trudeau		Justin	Liberal	Libéral	24797	51.2	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Vazquez		Juan	Green Party	Parti Vert	3673	7.6	0	48451
24055	Papineau	Papineau	preliminary	préliminaires	Veilleux		Sophie	Conservative	Conservateur	2095	4.3	0	48451
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	El-Khoury		Bruno Ibrahim	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5537	10.1	0	54699
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Henri		Edline	Bloc Québécois	Bloc Québécois	4450	8.1	0	54699
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Ishak		Mariam	Conservative	Conservateur	9682	17.7	0	54699
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Khan		Shahid	Independent	Indépendant(e)	242	.4	0	54699
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Mintz		Lisa	Green Party	Parti Vert	2790	5.1	0	54699
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Plante		Martin	Independent	Indépendant(e)	392	.7	0	54699
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Weishar		Lee	People's Party	Parti populaire	701	1.3	0	54699
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Zuberi		Sameer	Liberal	Libéral	30905	56.5	0	54699
24057	Pontiac	Pontiac	preliminary	préliminaires	Amos		William	Liberal	Libéral	29759	48.9	0	60915
24057	Pontiac	Pontiac	preliminary	préliminaires	Belec		Mario	People's Party	Parti populaire	764	1.3	0	60915
24057	Pontiac	Pontiac	preliminary	préliminaires	Bertrand		Claude	Green Party	Parti Vert	3631	6	0	60915
24057	Pontiac	Pontiac	preliminary	préliminaires	Blackburn		Dave	Conservative	Conservateur	10298	16.9	0	60915
24057	Pontiac	Pontiac	preliminary	préliminaires	Carreiro-Benoit		Jonathan	Bloc Québécois	Bloc Québécois	9851	16.2	0	60915
24057	Pontiac	Pontiac	preliminary	préliminaires	Giroux		Denise	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6364	10.4	0	60915
24057	Pontiac	Pontiac	preliminary	préliminaires	Lang		Louis	ML	ML	51	.1	0	60915
24057	Pontiac	Pontiac	preliminary	préliminaires	Stewart		Shawn	VCP	CAC	197	.3	0	60915
24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	preliminary	préliminaires	Abbatiello		Luca	People's Party	Parti populaire	1925	3	0	63644
24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	preliminary	préliminaires	Bonsaint		Mathieu	Bloc Québécois	Bloc Québécois	15440	24.3	0	63644
24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	preliminary	préliminaires	Gagnon		David-Roger	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3657	5.7	0	63644
24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	preliminary	préliminaires	Gaudet		Marie-Claude	Green Party	Parti Vert	2456	3.9	0	63644
24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	preliminary	préliminaires	Godin		Joël	Conservative	Conservateur	27524	43.2	0	63644
24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	preliminary	préliminaires	Talbot		Annie	Liberal	Libéral	12642	19.9	0	63644
24059	Québec	Québec	preliminary	préliminaires	Boutin		Bianca	Conservative	Conservateur	8175	15	0	54355
24059	Québec	Québec	preliminary	préliminaires	Bureau		Tommy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6210	11.4	0	54355
24059	Québec	Québec	preliminary	préliminaires	CoRhino		Sébastien	Parti Rhinocéros Party	Parti Rhinocéros Party	349	.6	0	54355
24059	Québec	Québec	preliminary	préliminaires	Dabiré		Bruno	People's Party	Parti populaire	674	1.2	0	54355
24059	Québec	Québec	preliminary	préliminaires	Duclos		Jean-Yves	Liberal	Libéral	18047	33.2	0	54355
24059	Québec	Québec	preliminary	préliminaires	Gagnon		Christiane	Bloc Québécois	Bloc Québécois	17832	32.8	0	54355
24059	Québec	Québec	preliminary	préliminaires	Joli-Coeur		Luc	Green Party	Parti Vert	2949	5.4	0	54355
24059	Québec	Québec	preliminary	préliminaires	Paquin		Luc	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	119	.2	0	54355
24060	Repentigny	Repentigny	preliminary	préliminaires	Beauregard		Diane	Green Party	Parti Vert	2240	3.4	0	64942
24060	Repentigny	Repentigny	preliminary	préliminaires	Benslimane		Meryem	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4361	6.7	0	64942
24060	Repentigny	Repentigny	preliminary	préliminaires	Boucher Granger		Micheline	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	347	.5	0	64942
24060	Repentigny	Repentigny	preliminary	préliminaires	Branchaud		Pierre	Conservative	Conservateur	4851	7.5	0	64942
24060	Repentigny	Repentigny	preliminary	préliminaires	Larose		Josée	Liberal	Libéral	17976	27.7	0	64942
24060	Repentigny	Repentigny	preliminary	préliminaires	Pauzé		Monique	Bloc Québécois	Bloc Québécois	34644	53.3	0	64942
24060	Repentigny	Repentigny	preliminary	préliminaires	Saint-Laurent		Samuel	People's Party	Parti populaire	523	.8	0	64942
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Guérin		Olivier	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2813	4.8	0	58495
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Horth-Lepage		Laura	Green Party	Parti Vert	3073	5.3	0	58495
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Landry		Jean	People's Party	Parti populaire	680	1.2	0	58495
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Nolin		Olivier	Bloc Québécois	Bloc Québécois	16475	28.2	0	58495
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Patry		Marc	Liberal	Libéral	8878	15.2	0	58495
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Rayes		Alain	Conservative	Conservateur	26576	45.4	0	58495
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Borgers		Ceylan	Green Party	Parti Vert	3043	5.3	0	57780
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Desilets		Luc	Bloc Québécois	Bloc Québécois	23521	40.7	0	57780
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Hakizimana		Joseph	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4933	8.5	0	57780
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Lapointe		Linda	Liberal	Libéral	20773	36	0	57780
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Mikhael		Maikel	Conservative	Conservateur	4668	8.1	0	57780
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Roker Jr		Hans	People's Party	Parti populaire	842	1.5	0	57780
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Fortin		Rhéal	Bloc Québécois	Bloc Québécois	30620	52.3	0	58578
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Fréchette		Sylvie	Conservative	Conservateur	6891	11.8	0	58578
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Gagnon		Florence	Liberal	Libéral	12954	22.1	0	58578
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Leckman		Joey	Green Party	Parti Vert	3293	5.6	0	58578
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Michaud		Normand	People's Party	Parti populaire	397	.7	0	58578
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Ouellette		Myriam	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4077	7	0	58578
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Riqueur-Lainé		Nicolas	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	221	.4	0	58578
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	St-Gelais		Lucie	Independent	Indépendant(e)	125	.2	0	58578
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	André		Claude	Bloc Québécois	Bloc Québécois	14158	24	0	59016
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Boulerice		Alexandre	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	24951	42.3	0	59016
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Desrochers		Gisèle	ML	ML	77	.1	0	59016
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Désy		Jean	Green Party	Parti Vert	3485	5.9	0	59016
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Hinse		Geneviève	Liberal	Libéral	14245	24.1	0	59016
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Lavoie		Jos Guitare	Parti Rhinocéros Party	Parti Rhinocéros Party	342	.6	0	59016
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Pellerin		Bobby	People's Party	Parti populaire	285	.5	0	59016
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Raymond		Normand	Communist	Communiste	85	.1	0	59016
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Sarfati		Johanna	Conservative	Conservateur	1388	2.4	0	59016
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Baudelot		Sonia	Conservative	Conservateur	5390	9.7	0	55351
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Faour		Ali	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4618	8.3	0	55351
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Migliozzi		Emilio	People's Party	Parti populaire	494	.9	0	55351
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Nitoi		Lizabel	Bloc Québécois	Bloc Québécois	17989	32.5	0	55351
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Progakis		Elias	Independent	Indépendant(e)	148	.3	0	55351
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Robillard		Yves	Liberal	Libéral	24652	44.5	0	55351
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Tran Le		Bao	Green Party	Parti Vert	2060	3.7	0	55351
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Barré		Bernard	Conservative	Conservateur	8024	14.4	0	55543
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Bélanger		Jean-François	People's Party	Parti populaire	484	.9	0	55543
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Huet-Côté		Sabrina	Green Party	Parti Vert	2000	3.6	0	55543
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Sansoucy		Brigitte	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10212	18.4	0	55543
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Savard-Tremblay		Simon-Pierre	Bloc Québécois	Bloc Québécois	22995	41.4	0	55543
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Vincelette		René	Liberal	Libéral	11828	21.3	0	55543
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Chenail		André-Philippe	Green Party	Parti Vert	3056	5	0	61354
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Hivon		Marc	People's Party	Parti populaire	391	.6	0	61354
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Normandin		Christine	Bloc Québécois	Bloc Québécois	27677	45.1	0	61354
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Reeves		Chantal	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4711	7.7	0	61354
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Rioux		Jean	Liberal	Libéral	18767	30.6	0	61354
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Savary		Yvon	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	286	.5	0	61354
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Thibert		Martin	Conservative	Conservateur	6466	10.5	0	61354
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Boutet		Ginette	ML	ML	71	.2	0	39629
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Gallo		Miranda	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3976	10	0	39629
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Kokotsis		Georgia	Green Party	Parti Vert	2101	5.3	0	39629
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Lambropoulos		Emmanuella	Liberal	Libéral	23272	58.7	0	39629
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Mikus		Christopher	People's Party	Parti populaire	475	1.2	0	39629
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Miljours		Thérèse	Bloc Québécois	Bloc Québécois	2820	7.1	0	39629
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Serour		Richard	Conservative	Conservateur	6914	17.4	0	39629
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Ayala		Paulina	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2896	6.4	0	45000
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Colly		Garnet	ML	ML	85	.2	0	45000
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Di Serio		Tina	People's Party	Parti populaire	515	1.1	0	45000
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Guillet		Hassan	Independent	Indépendant(e)	3126	6.9	0	45000
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Lattanzio		Patricia	Liberal	Libéral	27553	61.2	0	45000
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Maiolo		Ilario	Conservative	Conservateur	5353	11.9	0	45000
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Mougin		Dominique	Bloc Québécois	Bloc Québécois	4324	9.6	0	45000
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Szilagyi		Alessandra	Green Party	Parti Vert	1148	2.6	0	45000
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Boisguérin		Barthélémy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3016	5.2	0	58029
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Champagne		François-Philippe	Liberal	Libéral	22961	39.6	0	58029
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Courchesne		Bruno-Pier	Conservative	Conservateur	9497	16.4	0	58029
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Dufresne		Stéphanie	Green Party	Parti Vert	1763	3	0	58029
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Déziel		Julie	People's Party	Parti populaire	936	1.6	0	58029
